346638.9120525402,4070404.7292565973
346638.91242499143,4070404.779457934
346638.91279744264,4070404.829659271
346638.91316989384,4070404.879860608
346638.91354234505,4070404.9300619448
346638.91391479626,4070404.9802632816
346638.91428724746,4070405.0304646185
346638.91465969867,4070405.0806659553
346638.9150321499,4070405.130867292
346638.9154046011,4070405.181068629
346638.9157770523,4070405.231269966
346638.9161495035,4070405.2814713027
346638.9165219547,4070405.3316726396
346638.9168944059,4070405.3818739764
346638.9172668571,4070405.4320753133
346638.9176393083,4070405.48227665
346638.9180117595,4070405.532477987
346638.91838421073,4070405.582679324
346638.91875666194,4070405.6328806607
346638.91912911314,4070405.6830819976
346638.91950156435,4070405.7332833344
346638.91987401556,4070405.7834846713
346638.92024646676,4070405.833686008
346638.92061891797,4070405.883887345
346638.9209913692,4070405.934088682
346638.9213638204,4070405.9842900187
346638.9217362716,4070406.0344913555
346638.9221087228,4070406.0846926924
346638.922481174,4070406.1348940292
346638.9228536252,4070406.185095366
346638.9232260764,4070406.235296703
346638.9235985276,4070406.28549804
346638.9239709788,4070406.3356993767
346638.92434343003,4070406.3859007135
346638.92471588124,4070406.4361020504
346638.92508833244,4070406.486303387
346638.92546078365,4070406.536504724
346638.92583323485,4070406.586706061
346638.92620568606,4070406.636907398
346638.92657813727,4070406.6871087346
346638.9269505885,4070406.7373100715
346638.9273230397,4070406.7875114083
346638.9276954909,4070406.837712745
346638.9280679421,4070406.887914082
346638.9284403933,4070406.938115419
346638.9288128445,4070406.9883167557
346638.9291852957,4070407.0385180926
346638.9295577469,4070407.0887194294
346638.9299301981,4070407.1389207663
346638.9303026493,4070407.189122103
346638.93067510054,4070407.23932344
346638.93104755174,4070407.289524777
346638.93142000295,4070407.3397261137
346638.93179245415,4070407.3899274506
346638.93216490536,4070407.4401287874
346638.93253735657,4070407.4903301243
346638.9329098078,4070407.540531461
346638.933282259,4070407.590732798
346638.9336547102,4070407.640934135
346638.9340271614,4070407.6911354717
346638.9343996126,4070407.7413368085
346638.9347720638,4070407.7915381454
346638.935144515,4070407.8417394822
346638.9355169662,4070407.891940819
346638.9358894174,4070407.942142156
346638.9362618686,4070407.992343493
346638.93663431983,4070408.0425448297
346638.93700677104,4070408.0927461665
346638.93737922225,4070408.1429475034
346638.93775167345,4070408.19314884
346638.93812412466,4070408.243350177
346638.93849657587,4070408.293551514
